Centroid X µm	Centroid Y µm	Boundary	VesselID
538.25929541123	394.971607308067	0	24
537.876736695499	394.971607308067	0	24
537.494177979768	394.971607308067	0	24
537.111619264037	394.971607308067	0	24
539.406971558422	395.722959341016	0	24
539.024412842692	395.722959341016	0	24
538.641854126961	395.722959341016	0	24
538.25929541123	395.722959341016	0	24
537.876736695499	395.722959341016	0	24
537.494177979768	395.722959341016	0	24
537.111619264037	395.722959341016	0	24
536.729060548307	395.722959341016	0	24
536.346501832576	395.722959341016	0	24
539.789530274153	396.474311373966	0	24
539.406971558422	396.474311373966	0	24
539.024412842692	396.474311373966	0	24
538.641854126961	396.474311373966	0	24
538.25929541123	396.474311373966	0	24
537.876736695499	396.474311373966	0	24
537.494177979768	396.474311373966	0	24
537.111619264037	396.474311373966	0	24
536.729060548307	396.474311373966	0	24
536.346501832576	396.474311373966	0	24
535.963943116845	396.474311373966	0	24
535.581384401114	396.474311373966	0	24
540.172088989884	397.225663406915	0	24
539.789530274153	397.225663406915	0	24
539.406971558422	397.225663406915	0	24
539.024412842692	397.225663406915	0	24
538.641854126961	397.225663406915	0	24
538.25929541123	397.225663406915	0	24
537.876736695499	397.225663406915	0	24
537.494177979768	397.225663406915	0	24
537.111619264037	397.225663406915	0	24
536.729060548307	397.225663406915	0	24
536.346501832576	397.225663406915	0	24
535.963943116845	397.225663406915	0	24
535.581384401114	397.225663406915	0	24
535.198825685383	397.225663406915	0	24
540.554647705615	397.977015439864	0	24
540.172088989884	397.977015439864	0	24
539.789530274153	397.977015439864	0	24
539.406971558422	397.977015439864	0	24
539.024412842692	397.977015439864	0	24
538.641854126961	397.977015439864	0	24
538.25929541123	397.977015439864	0	24
537.876736695499	397.977015439864	0	24
537.494177979768	397.977015439864	0	24
537.111619264037	397.977015439864	0	24
536.729060548307	397.977015439864	0	24
536.346501832576	397.977015439864	0	24
535.963943116845	397.977015439864	0	24
535.581384401114	397.977015439864	0	24
535.198825685383	397.977015439864	0	24
540.937206421346	398.728367472813	0	24
540.554647705615	398.728367472813	0	24
540.172088989884	398.728367472813	0	24
539.789530274153	398.728367472813	0	24
539.406971558422	398.728367472813	0	24
539.024412842692	398.728367472813	0	24
538.641854126961	398.728367472813	0	24
538.25929541123	398.728367472813	0	24
537.876736695499	398.728367472813	0	24
537.494177979768	398.728367472813	0	24
537.111619264037	398.728367472813	0	24
536.729060548307	398.728367472813	0	24
536.346501832576	398.728367472813	0	24
535.963943116845	398.728367472813	0	24
535.581384401114	398.728367472813	0	24
535.198825685383	398.728367472813	0	24
534.816266969652	398.728367472813	0	24
540.937206421346	399.479719505763	0	24
540.554647705615	399.479719505763	0	24
540.172088989884	399.479719505763	0	24
539.789530274153	399.479719505763	0	24
539.406971558422	399.479719505763	0	24
539.024412842692	399.479719505763	0	24
538.641854126961	399.479719505763	0	24
538.25929541123	399.479719505763	0	24
537.876736695499	399.479719505763	0	24
537.494177979768	399.479719505763	0	24
537.111619264037	399.479719505763	0	24
536.729060548307	399.479719505763	0	24
536.346501832576	399.479719505763	0	24
535.963943116845	399.479719505763	0	24
535.581384401114	399.479719505763	0	24
535.198825685383	399.479719505763	0	24
534.816266969652	399.479719505763	0	24
548.970939451693	400.231071538712	0	24
548.588380735963	400.231071538712	0	24
548.205822020232	400.231071538712	0	24
547.823263304501	400.231071538712	0	24
547.44070458877	400.231071538712	0	24
547.058145873039	400.231071538712	0	24
546.675587157308	400.231071538712	0	24
541.319765137077	400.231071538712	0	24
540.937206421346	400.231071538712	0	24
540.554647705615	400.231071538712	0	24
540.172088989884	400.231071538712	0	24
539.789530274153	400.231071538712	0	24
539.406971558422	400.231071538712	0	24
539.024412842692	400.231071538712	0	24
538.641854126961	400.231071538712	0	24
538.25929541123	400.231071538712	0	24
537.876736695499	400.231071538712	0	24
537.494177979768	400.231071538712	0	24
537.111619264037	400.231071538712	0	24
536.729060548307	400.231071538712	0	24
536.346501832576	400.231071538712	0	24
535.963943116845	400.231071538712	0	24
535.581384401114	400.231071538712	0	24
535.198825685383	400.231071538712	0	24
534.816266969652	400.231071538712	0	24
549.736056883155	400.982423571661	0	24
549.353498167424	400.982423571661	0	24
548.970939451693	400.982423571661	0	24
548.588380735963	400.982423571661	0	24
548.205822020232	400.982423571661	0	24
547.823263304501	400.982423571661	0	24
547.44070458877	400.982423571661	0	24
547.058145873039	400.982423571661	0	24
546.675587157308	400.982423571661	0	24
546.293028441578	400.982423571661	0	24
545.910469725847	400.982423571661	0	24
541.319765137077	400.982423571661	0	24
540.937206421346	400.982423571661	0	24
540.554647705615	400.982423571661	0	24
540.172088989884	400.982423571661	0	24
539.789530274153	400.982423571661	0	24
539.406971558422	400.982423571661	0	24
539.024412842692	400.982423571661	0	24
538.641854126961	400.982423571661	0	24
538.25929541123	400.982423571661	0	24
537.876736695499	400.982423571661	0	24
537.494177979768	400.982423571661	0	24
537.111619264037	400.982423571661	0	24
536.729060548307	400.982423571661	0	24
536.346501832576	400.982423571661	0	24
535.963943116845	400.982423571661	0	24
535.581384401114	400.982423571661	0	24
535.198825685383	400.982423571661	0	24
534.816266969652	400.982423571661	0	24
550.118615598886	401.73377560461	0	24
549.736056883155	401.73377560461	0	24
549.353498167424	401.73377560461	0	24
548.970939451693	401.73377560461	0	24
548.588380735963	401.73377560461	0	24
548.205822020232	401.73377560461	0	24
547.823263304501	401.73377560461	0	24
547.44070458877	401.73377560461	0	24
547.058145873039	401.73377560461	0	24
546.675587157308	401.73377560461	0	24
546.293028441578	401.73377560461	0	24
545.910469725847	401.73377560461	0	24
545.527911010116	401.73377560461	0	24
545.145352294385	401.73377560461	0	24
541.319765137077	401.73377560461	0	24
540.937206421346	401.73377560461	0	24
540.554647705615	401.73377560461	0	24
540.172088989884	401.73377560461	0	24
539.789530274153	401.73377560461	0	24
539.406971558422	401.73377560461	0	24
539.024412842692	401.73377560461	0	24
538.641854126961	401.73377560461	0	24
538.25929541123	401.73377560461	0	24
537.876736695499	401.73377560461	0	24
537.494177979768	401.73377560461	0	24
537.111619264037	401.73377560461	0	24
536.729060548307	401.73377560461	0	24
536.346501832576	401.73377560461	0	24
535.963943116845	401.73377560461	0	24
535.581384401114	401.73377560461	0	24
535.198825685383	401.73377560461	0	24
534.816266969652	401.73377560461	0	24
550.501174314617	402.485127637559	0	24
550.118615598886	402.485127637559	0	24
549.736056883155	402.485127637559	0	24
549.353498167424	402.485127637559	0	24
548.970939451693	402.485127637559	0	24
548.588380735963	402.485127637559	0	24
548.205822020232	402.485127637559	0	24
547.823263304501	402.485127637559	0	24
547.44070458877	402.485127637559	0	24
547.058145873039	402.485127637559	0	24
546.675587157308	402.485127637559	0	24
546.293028441578	402.485127637559	0	24
545.910469725847	402.485127637559	0	24
545.527911010116	402.485127637559	0	24
545.145352294385	402.485127637559	0	24
544.762793578654	402.485127637559	0	24
541.319765137077	402.485127637559	0	24
540.937206421346	402.485127637559	0	24
540.554647705615	402.485127637559	0	24
540.172088989884	402.485127637559	0	24
539.789530274153	402.485127637559	0	24
539.406971558422	402.485127637559	0	24
539.024412842692	402.485127637559	0	24
538.641854126961	402.485127637559	0	24
538.25929541123	402.485127637559	0	24
537.876736695499	402.485127637559	0	24
537.494177979768	402.485127637559	0	24
537.111619264037	402.485127637559	0	24
536.729060548307	402.485127637559	0	24
536.346501832576	402.485127637559	0	24
535.963943116845	402.485127637559	0	24
535.581384401114	402.485127637559	0	24
535.198825685383	402.485127637559	0	24
534.816266969652	402.485127637559	0	24
550.501174314617	403.236479670509	0	24
550.118615598886	403.236479670509	0	24
549.736056883155	403.236479670509	0	24
549.353498167424	403.236479670509	0	24
548.970939451693	403.236479670509	0	24
548.588380735963	403.236479670509	0	24
548.205822020232	403.236479670509	0	24
547.823263304501	403.236479670509	0	24
547.44070458877	403.236479670509	0	24
547.058145873039	403.236479670509	0	24
546.675587157308	403.236479670509	0	24
546.293028441578	403.236479670509	0	24
545.910469725847	403.236479670509	0	24
545.527911010116	403.236479670509	0	24
545.145352294385	403.236479670509	0	24
544.762793578654	403.236479670509	0	24
544.380234862923	403.236479670509	0	24
541.319765137077	403.236479670509	0	24
540.937206421346	403.236479670509	0	24
540.554647705615	403.236479670509	0	24
540.172088989884	403.236479670509	0	24
539.789530274153	403.236479670509	0	24
539.406971558422	403.236479670509	0	24
539.024412842692	403.236479670509	0	24
538.641854126961	403.236479670509	0	24
538.25929541123	403.236479670509	0	24
537.876736695499	403.236479670509	0	24
537.494177979768	403.236479670509	0	24
537.111619264037	403.236479670509	0	24
536.729060548307	403.236479670509	0	24
536.346501832576	403.236479670509	0	24
535.963943116845	403.236479670509	0	24
535.581384401114	403.236479670509	0	24
535.198825685383	403.236479670509	0	24
550.883733030348	403.987831703458	0	24
550.501174314617	403.987831703458	0	24
550.118615598886	403.987831703458	0	24
549.736056883155	403.987831703458	0	24
549.353498167424	403.987831703458	0	24
548.970939451693	403.987831703458	0	24
548.588380735963	403.987831703458	0	24
548.205822020232	403.987831703458	0	24
547.823263304501	403.987831703458	0	24
547.44070458877	403.987831703458	0	24
547.058145873039	403.987831703458	0	24
546.675587157308	403.987831703458	0	24
546.293028441578	403.987831703458	0	24
545.910469725847	403.987831703458	0	24
545.527911010116	403.987831703458	0	24
545.145352294385	403.987831703458	0	24
544.762793578654	403.987831703458	0	24
544.380234862923	403.987831703458	0	24
541.319765137077	403.987831703458	0	24
540.937206421346	403.987831703458	0	24
540.554647705615	403.987831703458	0	24
540.172088989884	403.987831703458	0	24
539.789530274153	403.987831703458	0	24
539.406971558422	403.987831703458	0	24
539.024412842692	403.987831703458	0	24
538.641854126961	403.987831703458	0	24
538.25929541123	403.987831703458	0	24
537.876736695499	403.987831703458	0	24
537.494177979768	403.987831703458	0	24
537.111619264037	403.987831703458	0	24
536.729060548307	403.987831703458	0	24
536.346501832576	403.987831703458	0	24
535.963943116845	403.987831703458	0	24
535.581384401114	403.987831703458	0	24
535.198825685383	403.987831703458	0	24
550.883733030348	404.739183736407	0	24
550.501174314617	404.739183736407	0	24
550.118615598886	404.739183736407	0	24
549.736056883155	404.739183736407	0	24
549.353498167424	404.739183736407	0	24
548.970939451693	404.739183736407	0	24
548.588380735963	404.739183736407	0	24
548.205822020232	404.739183736407	0	24
547.823263304501	404.739183736407	0	24
547.44070458877	404.739183736407	0	24
547.058145873039	404.739183736407	0	24
546.675587157308	404.739183736407	0	24
546.293028441578	404.739183736407	0	24
545.910469725847	404.739183736407	0	24
545.527911010116	404.739183736407	0	24
545.145352294385	404.739183736407	0	24
544.762793578654	404.739183736407	0	24
544.380234862923	404.739183736407	0	24
540.937206421346	404.739183736407	0	24
540.554647705615	404.739183736407	0	24
540.172088989884	404.739183736407	0	24
539.789530274153	404.739183736407	0	24
539.406971558422	404.739183736407	0	24
539.024412842692	404.739183736407	0	24
538.641854126961	404.739183736407	0	24
538.25929541123	404.739183736407	0	24
537.876736695499	404.739183736407	0	24
537.494177979768	404.739183736407	0	24
537.111619264037	404.739183736407	0	24
536.729060548307	404.739183736407	0	24
536.346501832576	404.739183736407	0	24
535.963943116845	404.739183736407	0	24
535.581384401114	404.739183736407	0	24
550.883733030348	405.490535769356	0	24
550.501174314617	405.490535769356	0	24
550.118615598886	405.490535769356	0	24
549.736056883155	405.490535769356	0	24
549.353498167424	405.490535769356	0	24
548.970939451693	405.490535769356	0	24
548.588380735963	405.490535769356	0	24
548.205822020232	405.490535769356	0	24
547.823263304501	405.490535769356	0	24
547.44070458877	405.490535769356	0	24
547.058145873039	405.490535769356	0	24
546.675587157308	405.490535769356	0	24
546.293028441578	405.490535769356	0	24
545.910469725847	405.490535769356	0	24
545.527911010116	405.490535769356	0	24
545.145352294385	405.490535769356	0	24
544.762793578654	405.490535769356	0	24
544.380234862923	405.490535769356	0	24
543.997676147193	405.490535769356	0	24
540.554647705615	405.490535769356	0	24
540.172088989884	405.490535769356	0	24
539.789530274153	405.490535769356	0	24
539.406971558422	405.490535769356	0	24
539.024412842692	405.490535769356	0	24
538.641854126961	405.490535769356	0	24
538.25929541123	405.490535769356	0	24
537.876736695499	405.490535769356	0	24
537.494177979768	405.490535769356	0	24
537.111619264037	405.490535769356	0	24
536.729060548307	405.490535769356	0	24
536.346501832576	405.490535769356	0	24
535.963943116845	405.490535769356	0	24
550.883733030348	406.241887802306	0	24
550.501174314617	406.241887802306	0	24
550.118615598886	406.241887802306	0	24
549.736056883155	406.241887802306	0	24
549.353498167424	406.241887802306	0	24
548.970939451693	406.241887802306	0	24
548.588380735963	406.241887802306	0	24
548.205822020232	406.241887802306	0	24
547.823263304501	406.241887802306	0	24
547.44070458877	406.241887802306	0	24
547.058145873039	406.241887802306	0	24
546.675587157308	406.241887802306	0	24
546.293028441578	406.241887802306	0	24
545.910469725847	406.241887802306	0	24
545.527911010116	406.241887802306	0	24
545.145352294385	406.241887802306	0	24
544.762793578654	406.241887802306	0	24
544.380234862923	406.241887802306	0	24
543.997676147193	406.241887802306	0	24
540.172088989884	406.241887802306	0	24
539.789530274153	406.241887802306	0	24
539.406971558422	406.241887802306	0	24
539.024412842692	406.241887802306	0	24
538.641854126961	406.241887802306	0	24
538.25929541123	406.241887802306	0	24
537.876736695499	406.241887802306	0	24
537.494177979768	406.241887802306	0	24
537.111619264037	406.241887802306	0	24
536.729060548307	406.241887802306	0	24
536.346501832576	406.241887802306	0	24
550.883733030348	406.993239835255	0	24
550.501174314617	406.993239835255	0	24
550.118615598886	406.993239835255	0	24
549.736056883155	406.993239835255	0	24
549.353498167424	406.993239835255	0	24
548.970939451693	406.993239835255	0	24
548.588380735963	406.993239835255	0	24
548.205822020232	406.993239835255	0	24
547.823263304501	406.993239835255	0	24
547.44070458877	406.993239835255	0	24
547.058145873039	406.993239835255	0	24
546.675587157308	406.993239835255	0	24
546.293028441578	406.993239835255	0	24
545.910469725847	406.993239835255	0	24
545.527911010116	406.993239835255	0	24
545.145352294385	406.993239835255	0	24
544.762793578654	406.993239835255	0	24
544.380234862923	406.993239835255	0	24
543.997676147193	406.993239835255	0	24
539.789530274153	406.993239835255	0	24
539.406971558422	406.993239835255	0	24
539.024412842692	406.993239835255	0	24
538.641854126961	406.993239835255	0	24
538.25929541123	406.993239835255	0	24
537.876736695499	406.993239835255	0	24
537.494177979768	406.993239835255	0	24
537.111619264037	406.993239835255	0	24
536.729060548307	406.993239835255	0	24
550.883733030348	407.744591868204	0	24
550.501174314617	407.744591868204	0	24
550.118615598886	407.744591868204	0	24
549.736056883155	407.744591868204	0	24
549.353498167424	407.744591868204	0	24
548.970939451693	407.744591868204	0	24
548.588380735963	407.744591868204	0	24
548.205822020232	407.744591868204	0	24
547.823263304501	407.744591868204	0	24
547.44070458877	407.744591868204	0	24
547.058145873039	407.744591868204	0	24
546.675587157308	407.744591868204	0	24
546.293028441578	407.744591868204	0	24
545.910469725847	407.744591868204	0	24
545.527911010116	407.744591868204	0	24
545.145352294385	407.744591868204	0	24
544.762793578654	407.744591868204	0	24
544.380234862923	407.744591868204	0	24
539.024412842692	407.744591868204	0	24
538.641854126961	407.744591868204	0	24
538.25929541123	407.744591868204	0	24
537.876736695499	407.744591868204	0	24
550.501174314617	408.495943901153	0	24
550.118615598886	408.495943901153	0	24
549.736056883155	408.495943901153	0	24
549.353498167424	408.495943901153	0	24
548.970939451693	408.495943901153	0	24
548.588380735963	408.495943901153	0	24
548.205822020232	408.495943901153	0	24
547.823263304501	408.495943901153	0	24
547.44070458877	408.495943901153	0	24
547.058145873039	408.495943901153	0	24
546.675587157308	408.495943901153	0	24
546.293028441578	408.495943901153	0	24
545.910469725847	408.495943901153	0	24
545.527911010116	408.495943901153	0	24
545.145352294385	408.495943901153	0	24
544.762793578654	408.495943901153	0	24
544.380234862923	408.495943901153	0	24
550.501174314617	409.247295934102	0	24
550.118615598886	409.247295934102	0	24
549.736056883155	409.247295934102	0	24
549.353498167424	409.247295934102	0	24
548.970939451693	409.247295934102	0	24
548.588380735963	409.247295934102	0	24
548.205822020232	409.247295934102	0	24
547.823263304501	409.247295934102	0	24
547.44070458877	409.247295934102	0	24
547.058145873039	409.247295934102	0	24
546.675587157308	409.247295934102	0	24
546.293028441578	409.247295934102	0	24
545.910469725847	409.247295934102	0	24
545.527911010116	409.247295934102	0	24
545.145352294385	409.247295934102	0	24
544.762793578654	409.247295934102	0	24
544.380234862923	409.247295934102	0	24
550.118615598886	409.998647967052	0	24
549.736056883155	409.998647967052	0	24
549.353498167424	409.998647967052	0	24
548.970939451693	409.998647967052	0	24
548.588380735963	409.998647967052	0	24
548.205822020232	409.998647967052	0	24
547.823263304501	409.998647967052	0	24
547.44070458877	409.998647967052	0	24
547.058145873039	409.998647967052	0	24
546.675587157308	409.998647967052	0	24
546.293028441578	409.998647967052	0	24
545.910469725847	409.998647967052	0	24
545.527911010116	409.998647967052	0	24
545.145352294385	409.998647967052	0	24
544.762793578654	409.998647967052	0	24
549.736056883155	410.750000000001	0	24
549.353498167424	410.750000000001	0	24
548.970939451693	410.750000000001	0	24
